"id1","id2","lat","lon","el"
"BMP","NBM",59.375,-128.875,1060.8109741211
"BMP","NBM",59.375,-128.375,1070.31077575684
"LIB","NBM",59.375,-127.875,911.92736816407
"LIB","NBM",59.375,-127.375,826.795410156257
"NRM","NBM",59.375,-126.875,960.799804687506
"NRM","NBM",59.375,-126.375,1006.39888000489
"NRM","NBM",59.375,-125.875,979.135589599616
"HHI","NBM",59.375,-125.375,926.577667236334
"MPL","TAP",59.375,-124.875,748.187423706057
"MPL","TAP",59.375,-124.375,547.707305908207
"NUP","TAP",59.375,-123.875,475.325706481936
"NUP","TAP",59.375,-123.375,454.952644348145
"HSL","TAP",59.375,-122.875,459.759773254394
"HSL","TAP",59.375,-122.375,514.583923339842
"NUP","TAP",59.375,-121.875,587.583572387695
"NUP","TAP",59.375,-121.375,600.883285522464
"NUP","TAP",59.375,-120.875,573.482666015629
"HSL","TAP",59.375,-120.375,539.374954223634
"STE","NBM",58.875,-137.375,1282.83160400391
"BOU","COM",58.875,-134.375,1236.04223632812
"BOU","COM",58.875,-133.875,1196.2575378418
"YSH","NBM",58.875,-133.375,964.828659057617
"YSH","NBM",58.875,-132.875,999.462860107422
"BMP","NBM",58.875,-132.375,1054.40145874023
"BMP","NBM",58.875,-131.875,1055.47735595703
"BMP","NBM",58.875,-131.375,1176.63986206055
"BMP","NBM",58.875,-130.875,1300.52642822266
"BMP","NBM",58.875,-130.375,1275.11730957031
"BMP","NBM",58.875,-129.875,1254.56112670898
"BMP","NBM",58.875,-129.375,1317.96942138672
"BMP","NBM",58.875,-128.875,1407.72540283203
"BMP","NBM",58.875,-128.375,1397.03521728516
"BMP","NBM",58.875,-127.875,1255.54544067383
"BMP","NBM",58.875,-127.375,1128.27102661133
"NRM","NBM",58.875,-126.875,1240.59753417969
"NRM","NBM",58.875,-126.375,1450.64614868164
"NRM","NBM",58.875,-125.875,1472.80471801758
"NRM","NBM",58.875,-125.375,1323.44036865235
"NRM","NBM",58.875,-124.875,1088.0055847168
"MPL","TAP",58.875,-124.375,889.654342651367
"MPL","TAP",58.875,-123.875,707.71598815918
"HSL","TAP",58.875,-123.375,537.452110290531
"HSL","TAP",58.875,-122.875,442.019172668456
"HSL","TAP",58.875,-122.375,423.523178100586
"HSL","TAP",58.875,-121.875,492.333778381348
"NUP","TAP",58.875,-121.375,553.544540405274
"NUP","TAP",58.875,-120.875,524.862014770511
"HSL","TAP",58.875,-120.375,449.847938537598
"BOU","COM",58.375,-133.375,879.650924682619
"BOU","COM",58.375,-132.875,1202.91882324219
"YSH","NBM",58.375,-132.375,1284.04483032227
"BMP","NBM",58.375,-131.875,1287.47848510743
"BMP","NBM",58.375,-131.375,1271.70651245117
"BMP","NBM",58.375,-130.875,1138.82382202148
"BMP","NBM",58.375,-130.375,1100.04629516601
"BMP","NBM",58.375,-129.875,1273.42337036133
"BMP","NBM",58.375,-129.375,1451.53890991211
"BMP","NBM",58.375,-128.875,1444.62579345703
"BMP","NBM",58.375,-128.375,1442.03909301758
"BMP","NBM",58.375,-127.875,1524.83612060547
"BMP","NBM",58.375,-127.375,1462.77844238281
"BMP","NBM",58.375,-126.875,1325.63793945313
"BMP","NBM",58.375,-126.375,1392.59436035156
"NRM","NBM",58.375,-125.875,1604.49713134765
"NRM","NBM",58.375,-125.375,1704.7142944336
"NRM","NBM",58.375,-124.875,1733.37393188477
"NRM","NBM",58.375,-124.375,1507.30157470704
"NRM","NBM",58.375,-123.875,1062.34469604493
"MPL","TAP",58.375,-123.375,777.602478027352
"HSL","TAP",58.375,-122.875,615.968521118165
"HSL","TAP",58.375,-122.375,539.672538757327
"HSL","TAP",58.375,-121.875,483.932754516604
"HSL","TAP",58.375,-121.375,443.667335510255
"HSL","TAP",58.375,-120.875,439.821640014649
"HSL","TAP",58.375,-120.375,448.932273864749
"BOU","COM",57.875,-132.875,1249.98294067383
"BOU","COM",57.875,-132.375,1479.19131469727
"YSH","NBM",57.875,-131.875,1239.68188476562
"YSH","NBM",57.875,-131.375,989.161895751953
"BMP","NBM",57.875,-130.875,1070.56260681152
"BMP","NBM",57.875,-130.375,1234.85189819336
"BMP","NBM",57.875,-129.875,1282.07620239258
"BMP","NBM",57.875,-129.375,1351.27590942383
"BMP","NBM",57.875,-128.875,1400.74356079102
"BMP","NBM",57.875,-128.375,1361.30224609375
"BMP","NBM",57.875,-127.875,1398.43157958984
"BMP","NBM",57.875,-127.375,1538.66235351563
"BMP","NBM",57.875,-126.875,1570.48098754883
"BMP","NBM",57.875,-126.375,1451.12683105469
"NRM","NBM",57.875,-125.875,1390.62573242187
"NRM","NBM",57.875,-125.375,1508.12564086913
"NRM","NBM",57.875,-124.875,1737.54010009766
"NRM","NBM",57.875,-124.375,1706.52267456055
"NRM","NBM",57.875,-123.875,1360.72998046875
"MPL","TAP",57.875,-123.375,996.395477294929
"MPL","TAP",57.875,-122.875,808.59700012207
"MPL","TAP",57.875,-122.375,771.284530639648
"MPL","TAP",57.875,-121.875,668.022857666016
"MPL","TAP",57.875,-121.375,587.698043823242
"HSL","TAP",57.875,-120.875,589.117294311523
"CAU","BOP",57.875,-120.375,646.390777587891
"BOU","COM",57.375,-132.375,1308.4467163086
"BOU","COM",57.375,-131.875,1182.40841674805
"BOU","COM",57.375,-131.375,1251.26480102539
"YSH","NBM",57.375,-130.875,1396.30270385742
"BMP","NBM",57.375,-130.375,1386.11618041992
"BMP","NBM",57.375,-129.875,1461.77127075195
"BMP","NBM",57.375,-129.375,1538.82263183594
"BMP","NBM",57.375,-128.875,1597.49246215821
"BMP","NBM",57.375,-128.375,1587.87820434571
"BMP","NBM",57.375,-127.875,1574.85317993164
"BMP","NBM",57.375,-127.375,1553.33554077148
"BMP","NBM",57.375,-126.875,1528.22402954102
"BMP","NBM",57.375,-126.375,1517.48812866211
"BMP","NBM",57.375,-125.875,1369.56591796875
"NRM","NBM",57.375,-125.375,1237.41571044921
"NRM","NBM",57.375,-124.875,1433.82119750977
"NRM","NBM",57.375,-124.375,1709.22384643555
"NRM","NBM",57.375,-123.875,1661.51885986328
"NRM","NBM",57.375,-123.375,1363.88897705079
"MPL","TAP",57.375,-122.875,1101.00773620605
"MPL","TAP",57.375,-122.375,967.964752197264
"MPL","TAP",57.375,-121.875,871.043884277343
"CAU","BOP",57.375,-121.375,800.722457885743
"CAU","BOP",57.375,-120.875,794.038284301758
"CAU","BOP",57.375,-120.375,814.571578979493
"BOU","COM",56.875,-131.875,878.163024902344
"BOU","COM",56.875,-131.375,1087.70802307129
"SKM","SBI",56.875,-130.875,1223.31475830078
"SKM","SBI",56.875,-130.375,1171.44357299805
"SKM","SBI",56.875,-129.875,1275.00289916992
"SKM","SBI",56.875,-129.375,1371.37432861328
"SKM","SBI",56.875,-128.875,1366.52142333984
"OMM","SBI",56.875,-128.375,1353.15301513672
"OMM","SBI",56.875,-127.875,1430.52487182617
"BMP","NBM",56.875,-127.375,1514.69537353515
"BMP","NBM",56.875,-126.875,1493.58981323242
"BMP","NBM",56.875,-126.375,1556.79211425781
"BMP","NBM",56.875,-125.875,1530.62762451173
"BMP","NBM",56.875,-125.375,1272.46194458008
"BMP","NBM",56.875,-124.875,1225.92437744141
"NRM","NBM",56.875,-124.375,1400.65200805664
"CRM","SBI",56.875,-123.875,1505.92813110352
"NRM","NBM",56.875,-123.375,1465.22778320313
"NRM","NBM",56.875,-122.875,1204.86456298827
"CAU","BOP",56.875,-122.375,950.933776855469
"CAU","BOP",56.875,-121.875,844.948059082031
"CAU","BOP",56.875,-121.375,782.295150756839
"CAU","BOP",56.875,-120.875,723.785552978516
"CAU","BOP",56.875,-120.375,743.517654418945
"BOU","COM",56.375,-130.875,995.525619506836
"BOU","COM",56.375,-130.375,1169.24603271484
"NRA","COM",56.375,-129.875,1211.59454345703
"NRA","COM",56.375,-129.375,1080.84065246582
"SKM","SBI",56.375,-128.875,1025.30690002441
"SKM","SBI",56.375,-128.375,1154.02346801758
"OMM","SBI",56.375,-127.875,1215.39450073242
"OMM","SBI",56.375,-127.375,1277.81845092774
"OMM","SBI",56.375,-126.875,1342.82913208008
"OMM","SBI",56.375,-126.375,1466.57836914062
"OMM","SBI",56.375,-125.875,1497.91622924805
"OMM","SBI",56.375,-125.375,1356.01440429688
"OMM","SBI",56.375,-124.875,1222.19311523438
"OMM","SBI",56.375,-124.375,1078.27684020996
"CRM","SBI",56.375,-123.875,1238.76623535156
"CRM","SBI",56.375,-123.375,1413.6770324707
"CRM","SBI",56.375,-122.875,1197.90567016601
"CAU","BOP",56.375,-122.375,945.462799072266
"CAU","BOP",56.375,-121.875,762.059432983398
"CAU","BOP",56.375,-121.375,704.534149169923
"CAU","BOP",56.375,-120.875,711.790618896485
"CAU","BOP",56.375,-120.375,711.973739624023
"BOU","COM",55.875,-129.875,1045.90887451172
"NRA","COM",55.875,-129.375,935.390731811525
"NRA","COM",55.875,-128.875,743.059814453128
"SKM","SBI",55.875,-128.375,928.637847900396
"SKM","SBI",55.875,-127.875,1103.98358154297
"SKM","SBI",55.875,-127.375,1249.93713378907
"OMM","SBI",55.875,-126.875,1212.05236816407
"OMM","SBI",55.875,-126.375,1174.07608032227
"OMM","SBI",55.875,-125.875,1282.07620239258
"OMM","SBI",55.875,-125.375,1249.06726074219
"OMM","SBI",55.875,-124.875,1250.92141723633
"OMM","SBI",55.875,-124.375,1097.84873962402
"OMM","SBI",55.875,-123.875,1006.05551147461
"CRM","SBI",55.875,-123.375,1207.31390380859
"CRM","SBI",55.875,-122.875,1248.33474731445
"CRM","SBI",55.875,-122.375,1077.65884399413
"PRB","BOP",55.875,-121.875,865.572921752925
"PRB","BOP",55.875,-121.375,755.054763793943
"PRB","BOP",55.875,-120.875,746.676635742186
"PRB","BOP",55.875,-120.375,709.112350463865
"BOU","COM",55.375,-129.875,653.212341308594
"NRA","COM",55.375,-129.375,773.253158569336
"NRA","COM",55.375,-128.875,893.385589599609
"NRA","COM",55.375,-128.375,975.289886474609
"NRA","COM",55.375,-127.875,822.469009399417
"SKM","SBI",55.375,-127.375,950.155471801768
"SKM","SBI",55.375,-126.875,1071.50112915039
"FAB","SBI",55.375,-126.375,979.181350708008
"OMM","SBI",55.375,-125.875,1117.46641540527
"OMM","SBI",55.375,-125.375,1176.02182006836
"OMM","SBI",55.375,-124.875,1201.31643676758
"OMM","SBI",55.375,-124.375,1189.87094116211
"OMM","SBI",55.375,-123.875,1025.53579711914
"OMM","SBI",55.375,-123.375,976.434463500975
"CRM","SBI",55.375,-122.875,1141.54782104493
"CRM","SBI",55.375,-122.375,1234.2109375
"CRM","SBI",55.375,-121.875,1128.79751586914
"CRM","SBI",55.375,-121.375,1068.96018981934
"SAU","BOP",55.375,-120.875,992.687103271487
"SAU","BOP",55.375,-120.375,900.779403686523
"BOU","COM",54.875,-130.375,279.561157226562
"COG","COM",54.875,-129.875,628.261047363281
"NRA","COM",54.875,-129.375,946.721817016602
"NRA","COM",54.875,-128.875,875.072723388672
"NRA","COM",54.875,-128.375,948.095260620117
"NRA","COM",54.875,-127.875,1094.3235168457
"EHM","CEI",54.875,-127.375,1056.82791137695
"SKM","SBI",54.875,-126.875,1031.62484741211
"FAB","SBI",54.875,-126.375,981.104217529297
"FAB","SBI",54.875,-125.875,1018.27935791016
"FAB","SBI",54.875,-125.375,981.42469787598
"FAB","SBI",54.875,-124.875,911.767135620117
"FAB","SBI",54.875,-124.375,936.558181762695
"FAB","SBI",54.875,-123.875,984.698120117188
"FAB","SBI",54.875,-123.375,930.057083129885
"FAB","SBI",54.875,-122.875,910.576797485353
"CRM","SBI",54.875,-122.375,1067.72407531738
"CRM","SBI",54.875,-121.875,1251.83706665039
"CRM","SBI",54.875,-121.375,1346.99533081055
"CRM","SBI",54.875,-120.875,1238.58312988282
"SAU","BOP",54.875,-120.375,1103.54861450195
"HCS","COM",54.375,-130.875,7.93553900718689
"COG","COM",54.375,-130.375,180.717445373535
"COG","COM",54.375,-129.875,538.29907989502
"COG","COM",54.375,-129.375,844.604690551758
"NRA","COM",54.375,-128.875,731.087783813477
"NRA","COM",54.375,-128.375,792.0009765625
"NRA","COM",54.375,-127.875,1142.25747680664
"EHM","CEI",54.375,-127.375,1151.29940795898
"EHM","CEI",54.375,-126.875,1032.26579284668
"FAP","CEI",54.375,-126.375,981.218688964844
"FAP","CEI",54.375,-125.875,944.478485107422
"FAB","SBI",54.375,-125.375,988.63539123535
"FAB","SBI",54.375,-124.875,953.497573852539
"FAB","SBI",54.375,-124.375,829.244766235352
"FAB","SBI",54.375,-123.875,823.750915527344
"FAB","SBI",54.375,-123.375,823.888259887696
"FAB","SBI",54.375,-122.875,800.814025878906
"FAB","SBI",54.375,-122.375,853.486419677734
"CRM","SBI",54.375,-121.875,1002.20979309082
"CRM","SBI",54.375,-121.375,1209.46569824218
"CRM","SBI",54.375,-120.875,1438.23919677734
"ECR","SIM",54.375,-120.375,1507.53048706055
"GWH","COM",53.875,-132.875,145.007354736328
"GWH","COM",53.875,-132.375,112.524906158447
"GWH","COM",53.875,-131.875,20.8003289699554
"COG","COM",53.875,-130.375,102.910649299622
"COG","COM",53.875,-129.875,358.46671295166
"COG","COM",53.875,-129.375,561.78532409668
"COG","COM",53.875,-128.875,532.072708129883
"COG","COM",53.875,-128.375,830.801345825195
"COG","COM",53.875,-127.875,1219.5835571289
"EHM","CEI",53.875,-127.375,1188.86370849609
"EHM","CEI",53.875,-126.875,1069.39514160156
"FAP","CEI",53.875,-126.375,1046.02334594727
"FAP","CEI",53.875,-125.875,961.143173217776
"FAP","CEI",53.875,-125.375,936.260574340819
"FAP","CEI",53.875,-124.875,943.471267700195
"FAB","SBI",53.875,-124.375,908.837066650391
"FAB","SBI",53.875,-123.875,892.790405273438
"FAB","SBI",53.875,-123.375,814.274002075199
"FAB","SBI",53.875,-122.875,761.853424072266
"FAB","SBI",53.875,-122.375,813.518585205078
"COH","SIM",53.875,-121.875,923.418685913086
"SRT","SIM",53.875,-121.375,1078.09373474121
"CRM","SBI",53.875,-120.875,1289.97363281249
"CRM","SBI",53.875,-120.375,1605.04650878906
"CRM","SBI",53.875,-119.875,1728.81860351562
"OPS","COM",53.375,-132.875,101.262490749359
"GWH","COM",53.375,-132.375,196.14603805542
"HCS","COM",53.375,-131.875,86.0399198532104
"HCS","COM",53.375,-130.375,22.6087243929505
"IPS","COM",53.375,-129.875,104.719043731689
"COG","COM",53.375,-129.375,174.948894500732
"COG","COM",53.375,-128.875,371.583305358887
"COG","COM",53.375,-128.375,742.258636474609
"COG","COM",53.375,-127.875,985.865570068355
"COG","COM",53.375,-127.375,1131.7046661377
"EHM","CEI",53.375,-126.875,1176.96029663086
"EHM","CEI",53.375,-126.375,1189.57333374023
"FAP","CEI",53.375,-125.875,1081.64184570313
"FAP","CEI",53.375,-125.375,1060.37603759765
"FAP","CEI",53.375,-124.875,1128.31677246094
"FAP","CEI",53.375,-124.375,1101.41979980469
"FAP","CEI",53.375,-123.875,991.771469116211
"FAP","CEI",53.375,-123.375,887.204986572268
"FAP","CEI",53.375,-122.875,839.957809448243
"COH","SIM",53.375,-122.375,983.759567260742
"COH","SIM",53.375,-121.875,1167.14010620117
"COH","SIM",53.375,-121.375,1295.51327514648
"NCM","SIM",53.375,-120.875,1446.77755737304
"SRT","SIM",53.375,-120.375,1526.5758972168
"WRA","SIM",53.375,-119.875,1687.6833190918
"WRA","SIM",53.375,-119.375,1914.14483642578
"OPS","COM",52.875,-132.375,116.530844688416
"GWH","COM",52.875,-131.875,170.599586486816
"HCS","COM",52.875,-129.375,49.8720064163208
"COG","COM",52.875,-128.875,197.130355834961
"COG","COM",52.875,-128.375,417.617286682129
"COG","COM",52.875,-127.875,720.420547485342
"COG","COM",52.875,-127.375,1018.187789917
"COG","COM",52.875,-126.875,1144.56944274902
"EHM","CEI",52.875,-126.375,1220.84255981445
"FAP","CEI",52.875,-125.875,1204.5212097168
"FAP","CEI",52.875,-125.375,1266.99096679687
"FAP","CEI",52.875,-124.875,1396.21115112305
"FAP","CEI",52.875,-124.375,1328.68243408203
"FAP","CEI",52.875,-123.875,1171.46649169922
"FAP","CEI",52.875,-123.375,1165.12564086914
"FAP","CEI",52.875,-122.875,1027.66470336913
"FAP","CEI",52.875,-122.375,846.184173583984
"COH","SIM",52.875,-121.875,1102.77033996582
"COH","SIM",52.875,-121.375,1346.26281738281
"NCM","SIM",52.875,-120.875,1505.85943603515
"NCM","SIM",52.875,-120.375,1748.73385620117
"NCM","SIM",52.875,-119.875,1765.69613647461
"SRT","SIM",52.875,-119.375,1624.02322387695
"WRA","SIM",52.875,-118.875,1768.60333251953
"WRA","SIM",52.875,-118.375,1909.10876464844
"GWH","COM",52.375,-131.375,53.4430160522461
"COG","COM",52.375,-128.375,99.1107301712036
"IPS","COM",52.375,-127.875,308.495481491077
"COG","COM",52.375,-127.375,637.417472839363
"IPS","COM",52.375,-126.875,873.676361083984
"PAC","COM",52.375,-126.375,1253.53103637695
"CHR","CEI",52.375,-125.875,1385.29208374024
"FAP","CEI",52.375,-125.375,1329.59808349609
"FAP","CEI",52.375,-124.875,1379.40911865234
"FAP","CEI",52.375,-124.375,1265.59460449219
"FAP","CEI",52.375,-123.875,1132.82632446289
"FAP","CEI",52.375,-123.375,1146.5380859375
"FAP","CEI",52.375,-122.875,1126.09637451172
"FAP","CEI",52.375,-122.375,925.753570556641
"FAP","CEI",52.375,-121.875,931.293212890625
"FAP","CEI",52.375,-121.375,1033.5477142334
"COH","SIM",52.375,-120.875,1278.7112121582
"COH","SIM",52.375,-120.375,1511.03283691406
"NCM","SIM",52.375,-119.875,1599.71286010742
"NCM","SIM",52.375,-119.375,1630.34115600586
"NCM","SIM",52.375,-118.875,1644.67098999023
"WRA","SIM",52.375,-118.375,1804.70251464844
"WRA","SIM",52.375,-117.875,1983.48190307617
"HCS","COM",51.875,-128.375,21.9219915866852
"IPS","COM",51.875,-127.875,179.550004959095
"PAC","COM",51.875,-127.375,648.702789306654
"PAC","COM",51.875,-126.875,975.0380859375
"PAC","COM",51.875,-126.375,1346.65194702148
"PAC","COM",51.875,-125.875,1611.66204833984
"CHR","CEI",51.875,-125.375,1560.24865722657
"CHR","CEI",51.875,-124.875,1481.41177368164
"FAP","CEI",51.875,-124.375,1322.31872558594
"FAP","CEI",51.875,-123.875,1206.21514892578
"FAP","CEI",51.875,-123.375,1173.89291381836
"FAP","CEI",51.875,-122.875,1127.28671264648
"FAP","CEI",51.875,-122.375,969.750259399414
"FAP","CEI",51.875,-121.875,1004.77360534668
"FAP","CEI",51.875,-121.375,1063.96994018555
"FAP","CEI",51.875,-120.875,1170.00146484375
"COH","SIM",51.875,-120.375,1287.27249145508
"COH","SIM",51.875,-119.875,1311.58279418945
"COH","SIM",51.875,-119.375,1393.73889160156
"NCM","SIM",51.875,-118.875,1487.8212890625
"NCM","SIM",51.875,-118.375,1639.01690673829
"SRT","SIM",51.875,-117.875,1798.86529541016
"WRA","SIM",51.875,-117.375,1885.89721679688
"HCS","COM",51.375,-127.875,70.3824177980392
"COG","COM",51.375,-127.375,366.593055725115
"PAC","COM",51.375,-126.875,825.833999633793
"PAC","COM",51.375,-126.375,1170.32192993165
"PAC","COM",51.375,-125.875,1438.07891845703
"PAC","COM",51.375,-125.375,1557.82223510743
"PAC","COM",51.375,-124.875,1631.57730102539
"CHR","CEI",51.375,-124.375,1733.76309204101
"CHR","CEI",51.375,-123.875,1703.5926208496
"CHR","CEI",51.375,-123.375,1778.69830322265
"FAP","CEI",51.375,-122.875,1619.76547241209
"CHR","CEI",51.375,-122.375,1349.12417602538
"FAP","CEI",51.375,-121.875,1162.7678527832
"FAP","CEI",51.375,-121.375,1142.57794189453
"FAP","CEI",51.375,-120.875,1201.59115600585
"FAP","CEI",51.375,-120.375,1263.78622436523
"COH","SIM",51.375,-119.875,1129.66735839844
"COH","SIM",51.375,-119.375,1217.34020996094
"NCM","SIM",51.375,-118.875,1367.48281860352
"NCM","SIM",51.375,-118.375,1524.63012695313
"NCM","SIM",51.375,-117.875,1773.38754272461
"NCM","SIM",51.375,-117.375,1736.64736938476
"WRA","SIM",51.375,-116.875,1745.3230895996
"WRA","SIM",51.375,-116.375,2040.43493652343
"HCS","COM",50.875,-127.875,106.61900806427
"HCS","COM",50.875,-127.375,95.196354866028
"HCS","COM",50.875,-126.875,176.207901000977
"PAC","COM",50.875,-126.375,430.871231079102
"PAC","COM",50.875,-125.875,784.355339050283
"PAC","COM",50.875,-125.375,997.585800170894
"IPS","COM",50.875,-124.875,1218.98835754395
"PAC","COM",50.875,-124.375,1636.5446472168
"PAC","COM",50.875,-123.875,1912.19906616211
"ITR","SOI",50.875,-123.375,1935.3190612793
"ITR","SOI",50.875,-122.875,1734.83898925781
"ITR","SOI",50.875,-122.375,1550.54284667969
"ITR","SOI",50.875,-121.875,1320.2356262207
"TOP","SOI",50.875,-121.375,1192.06848144532
"TOP","SOI",50.875,-120.875,1067.22048950195
"TOP","SOI",50.875,-120.375,1068.22769165039
"TOP","SOI",50.875,-119.875,1050.53288269043
"TOP","SOI",50.875,-119.375,947.088073730469
"COH","SIM",50.875,-118.875,1117.80976867675
"NCM","SIM",50.875,-118.375,1415.43966674805
"NCM","SIM",50.875,-117.875,1478.5046081543
"NCM","SIM",50.875,-117.375,1786.84747314453
"PTR","SIM",50.875,-116.875,1835.55975341797
"SRT","SIM",50.875,-116.375,1668.6608581543
"WRA","SIM",50.875,-115.875,1813.30960083008
"WVI","COM",50.375,-127.875,149.745813369747
"WVI","COM",50.375,-127.375,335.94188690186
"WVI","COM",50.375,-126.875,499.201103210449
"WVI","COM",50.375,-126.375,540.588195800781
"EVI","GED",50.375,-125.875,426.476127624516
"IPS","COM",50.375,-125.375,311.173736572265
"PAC","COM",50.375,-124.875,531.820907592773
"PAC","COM",50.375,-124.375,981.790954589844
"PAC","COM",50.375,-123.875,1377.07421875
"PAC","COM",50.375,-123.375,1521.33383178711
"PAC","COM",50.375,-122.875,1408.20608520508
"ITR","SOI",50.375,-122.375,1545.0260925293
"ITR","SOI",50.375,-121.875,1553.58734130859
"ITR","SOI",50.375,-121.375,1225.07742309571
"TOP","SOI",50.375,-120.875,1156.15234375
"TOP","SOI",50.375,-120.375,1117.99291992188
"TOP","SOI",50.375,-119.875,1172.26763916016
"TOP","SOI",50.375,-119.375,1018.07331848145
"COH","SIM",50.375,-118.875,1105.60884094237
"COH","SIM",50.375,-118.375,1357.96014404297
"NCM","SIM",50.375,-117.875,1303.52514648438
"NCM","SIM",50.375,-117.375,1533.14559936523
"NCM","SIM",50.375,-116.875,1826.72378540038
"PTR","SIM",50.375,-116.375,1939.18768310547
"SRT","SIM",50.375,-115.875,1563.86544799805
"WRA","SIM",50.375,-115.375,1839.95483398438
"NCD","SIM",50.375,-114.875,1977.80493164062
"WVI","COM",49.875,-126.875,287.77904510498
"WVI","COM",49.875,-126.375,620.615417480469
"WVI","COM",49.875,-125.875,786.48422241211
"EVI","GED",49.875,-125.375,513.668273925791
"GPB","GED",49.875,-124.875,150.180738449097
"PAC","COM",49.875,-124.375,353.270448684692
"GPB","GED",49.875,-123.875,735.986480712891
"PAC","COM",49.875,-123.375,1032.83805847167
"PAC","COM",49.875,-122.875,1292.40008544922
"PAC","COM",49.875,-122.375,1246.32034301758
"PAC","COM",49.875,-121.875,1245.97695922852
"NCR","SOI",49.875,-121.375,1251.33349609375
"TOP","SOI",49.875,-120.875,1240.0023803711
"TOP","SOI",49.875,-120.375,1294.71206665039
"TOP","SOI",49.875,-119.875,1232.10498046875
"TOP","SOI",49.875,-119.375,1050.71601867676
"TOP","SOI",49.875,-118.875,1409.14459228515
"SBF","SIM",49.875,-118.375,1454.46893310547
"NCM","SIM",49.875,-117.875,1406.0085144043
"NCM","SIM",49.875,-117.375,1521.33383178711
"NCM","SIM",49.875,-116.875,1733.05346679686
"NCM","SIM",49.875,-116.375,1876.71786499023
"PTR","SIM",49.875,-115.875,1480.86236572266
"WRA","SIM",49.875,-115.375,1698.19033813477
"NCD","SIM",49.875,-114.875,1856.27615356445
"OPS","COM",49.375,-126.375,130.425730705261
"WVI","COM",49.375,-125.875,508.426208496083
"EVI","GED",49.375,-125.375,625.193634033209
"EVI","GED",49.375,-124.875,332.599800109863
"GPB","GED",49.375,-124.375,229.383890151978
"GPB","GED",49.375,-123.875,172.980257987976
"LOM","GED",49.375,-123.375,270.816751956936
"GPB","GED",49.375,-122.875,477.752162933353
"PAC","COM",49.375,-122.375,579.388565063477
"PAC","COM",49.375,-121.875,733.399780273438
"PAC","COM",49.375,-121.375,1107.78347778319
"NCR","SOI",49.375,-120.875,1372.7019958496
"NCR","SOI",49.375,-120.375,1433.38629150391
"NCR","SOI",49.375,-119.875,1317.92367553711
"TOP","SOI",49.375,-119.375,1136.99249267578
"TOP","SOI",49.375,-118.875,1335.38952636719
"SBF","SIM",49.375,-118.375,1294.16268920898
"SBF","SIM",49.375,-117.875,1338.75451660156
"NCM","SIM",49.375,-117.375,1343.37850952148
