"Year","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1932",1.15354859067334,-4.27470042440626,-4.50680196550157,1.53138885498047,-0.115641491829107,-0.733230016960038,0.014838538153304,2.06991750664181,0.76016837755839,-2.03013277053833,-6.76124730110168,-1.7808185338974,-0.315248832768864,-1.03035153411674,0.450508675945026,-2.67707056469387
"1933",-3.87790964974297,-5.94812310536703,-0.575239571101136,-2.38289927376641,0.0641553803864453,-1.49247739844852,-1.87228988806407,1.96069439252218,-0.587079847355684,-1.78113365040885,-2.03026820708894,-10.9745379341973,-3.86895042966913,-0.964661154827034,-0.468024297996804,-1.46616056828449
"1934",-1.63363366656833,3.73690182367961,-1.22567185701595,1.59389667908351,0.966776018672519,-1.05875344673793,-1.05410500764847,-1.65087148778968,-2.68030460675557,0.712593734016021,0.663121502763695,0.957625849027601,-2.95708992569535,0.44500028024669,-1.25457664739203,-0.434863123325286
"1935",-3.30656416151259,7.98369602627224,-3.93539400630527,-3.06326901117961,-0.0454704850150544,-0.397427944507864,0.123054683787955,-1.90183763239119,0.13820485636178,-1.96869353983137,-4.21749902831184,-0.0787621518803967,1.87825257126242,-2.34804450083331,-0.725403631037032,-2.01599590392714
"1936",-6.23754587173462,-11.198733276791,-0.297288187479393,-3.81745998064677,0.469778635601203,-0.208368050669216,0.0741805545675258,1.13879511488809,-2.24907373322381,-0.843037307924694,3.73515703943041,-2.99764751858181,-5.83834710013535,-1.21498984417499,0.334869206262132,0.214348666093968
"1937",2.65497999770774,-1.1321935414854,0.97996786021524,2.6468167675866,0.807105022006565,2.29694003264109,-0.182630206396182,-1.10093834400177,1.99301818476783,1.64780899948544,-2.12909108797709,-2.16045567194621,-0.491620354119826,1.4779632166028,0.337790494081047,0.503912032092059
"1938",2.71009022129907,-2.68155550691817,5.08634621302287,-0.704720475276311,0.672397544317775,0.267368051740858,1.14148347112868,-0.262661454081535,5.82134186426798,3.15636537339952,0.500060750378503,2.08125689294603,-0.710640319188436,1.68467442735478,0.382063356262666,3.15925599601534
"1939",3.19921865463257,-4.48248341348436,-1.53284631040361,2.06921263005998,0.733783831861284,-0.523797733916177,0.398153637349606,0.938399285740322,-1.00403902894921,-3.45302684042189,1.67619353665246,4.53408320215013,0.265997378031413,0.423383383839219,0.27091839639125,-0.926957444239546
"1940",1.59070395496156,1.58119181129667,3.52214922904968,3.05831586519877,-0.094763887508048,-1.38978990250164,-0.11175780987574,0.487997383210394,3.17599906921387,0.915923590130276,-3.05823516315884,1.08889233511355,2.56865965613612,2.1619004022468,-0.337850109722327,0.344562498728434
"1941",0.50590884619289,2.2674409283532,2.7042751206292,3.2741214328342,-0.496026033825344,1.06342097785738,2.34729161792331,-0.0358116321265698,-2.5941761440701,0.0477829840862089,-2.20806851625029,-1.95035585429933,1.28741403655322,1.82745683987935,1.12496698788471,-1.58482055874472
"1942",10.5217003504435,2.29545308748881,5.01814397705926,-0.575950507509212,1.53865534596973,1.64691491259469,0.589136271509859,1.14386108583874,0.580657102912664,2.4844070620007,-3.93973082966275,-4.59106148613824,3.622265861211,1.99361627183993,1.12663742331443,-0.291555554916461
"1943",0.018740450632241,4.63938013712565,-2.99724038971795,2.92496434317695,-1.15756680700514,-0.909693557686276,-0.404368047250642,-0.192448779464596,1.67594613499112,3.15410756535,6.49644688500298,7.68984275394016,0.0223530338732181,-0.409947617848714,-0.502170128133838,3.7755001951147
"1944",8.9659633424547,2.53728725645277,1.56835066477458,3.50929678281148,2.10862842135959,-0.0380060750680665,0.0448532974140512,0.136341143316693,0.51360589199596,2.3000511487325,0.328085061452455,6.32102065616184,6.39769778428254,2.39542528964855,0.0477294552208925,1.04724736739364
"1945",5.39194172753228,2.82396260367499,3.90231846173604,-5.2576578564114,-0.293435760111445,0.318983499998123,-0.110201386507187,1.88039144410027,-0.459697908825345,1.69306158754561,-6.57177673975627,-2.9600242667728,4.84564166245637,-0.549591718262268,0.696391185863737,-1.77947102034533
"1946",2.29566316074795,-4.09472300741408,3.95643566449483,1.86968224578434,0.99497133836978,0.398131068040513,-0.527916652957598,0.613156236542596,0.536112833023071,0.0053975671943691,-1.60653989050123,-5.28959365420871,-1.58636137114631,2.27369641621632,0.161123550541837,-0.355009830094598
"1947",-0.206975690192646,-4.391586722268,3.2751336256663,-1.7873324294885,-0.32712585883629,-0.682518215311898,0.173236107163959,-2.76226296424866,-0.0866935741673741,1.46762582725949,2.30532026290894,4.90768653021918,-3.29605202222312,0.386891779113837,-1.0905150241322,1.22875083866702
"1948",7.87557535171509,-4.2008748849233,-3.00303117434184,-7.09004585478041,2.10354597038693,1.49446698294746,0.768521685070462,0.180235238532381,0.45518228146765,2.29460153049893,0.813448767529594,-4.15192178620232,2.86079566567032,-2.66317701957844,0.814407968850099,1.18774419316539
"1949",3.04921347300212,-5.98694257736206,4.41948947906494,3.75744872093201,-1.0845321032736,-1.21048347817527,-0.439505198929045,0.62511629793379,2.47747390535143,-0.987830706437429,6.8578531689114,-3.5806179523468,-2.36321696352076,2.36413536557445,-0.341624126390175,2.78249878927513
"1950",-5.49149904780918,-5.279859246148,0.561807286408212,-2.72381245295207,0.727298600143856,2.65432371828291,0.0646050329320133,-2.55760062005785,2.59031158553229,-3.17013013097975,-6.85546078152127,-0.363481760025024,-4.78399208210133,-0.478235522133333,0.0537760437190258,-2.47842644232291
"1951",-1.98368224567837,-2.23755811055501,-4.83692606820001,-0.622933143377304,-0.48267793820964,-1.65488712257809,-0.186928816305266,0.102099823206663,0.865600675344467,-4.01161624590556,-0.32485763207078,-4.0371379216512,-1.52824070541947,-1.98084571659565,-0.579905371892231,-1.15695773421062
"1952",-4.28706240124173,-0.0846579844132066,0.683142346805996,1.83245394229889,1.54640794330173,-0.579326377974616,0.28124825635718,-0.298410586557455,0.0545086818992988,2.67890447510613,7.05309966405233,3.19189055230882,-2.80295276910205,1.35400141080221,-0.19882956939163,3.26217094035259
"1953",-3.8217212677002,6.64479585223728,2.12184369299147,-0.491957452230983,0.992931398418215,-0.0961901060305536,-0.405678813325034,1.62219093110826,0.171945307465891,1.14277514351739,2.1064313782586,3.59677769872877,2.00498837894864,0.8742725463929,0.373440670584225,1.14038394308063
"1954",-4.94570385615031,2.720652712716,2.10453380743663,-9.55953617095947,0.162575516228875,0.512196163108779,-0.209190968599998,0.714898427327474,0.0247786453148971,1.30806854565938,5.1325007226732,3.45533411237929,0.457242185098154,-2.43080894909799,0.339301207278752,2.15511597121583
"1955",5.17594266467624,-2.26601904763116,-4.34426467153761,-0.544244777494007,-0.790068558851878,1.18361889521281,0.0320624994217522,-0.461650163928668,-0.673426197634803,0.0351649294503861,-9.24311006334093,-4.91008841196696,2.12175257647479,-1.89285933596117,0.251343743568631,-3.29379044384178
"1956",-2.12400516404046,-3.06339228418138,0.3878020743529,-0.428672738062839,1.33332982725567,-1.21046265231238,0.13204774123927,0.125034719705582,-1.99185500409868,-4.89618140326606,3.78378032048543,-0.932131055080228,-3.36582862006293,0.430819721181911,-0.317793397122511,-1.03475202895977
"1957",3.84158760557572,-3.04516832563612,2.06015099684397,0.432180543699198,-1.2565789565444,-1.20482809676064,-1.41385413540734,0.509933146018173,3.04872215059068,-0.901481751269764,2.92025685840183,-1.286127573914,-0.04523725838021,0.411917527999591,-0.702916362049938,1.68916575257425
"1958",7.04280625449287,-3.95426290300157,2.84572216404809,1.79963710572984,1.7386284298367,0.709558145598405,1.45397394498189,0.666870647668839,0.00697222096431586,0.828545125325521,0.218664057180285,0.416209188434813,0.600805259192431,2.12799589987154,0.943467579416379,0.351393801156707
"1959",-4.91609622107612,2.14991227123472,1.53380640049775,-0.0754809008911252,-1.58036281930076,-1.76156505478753,0.874355887042152,-3.14350339041816,-1.02794007990095,-2.32046609984504,-0.586170124345356,7.08936006757948,-0.78332492046886,-0.0406791065647094,-1.34357085272118,-1.31152543469712
"1960",2.16324388186137,2.5669391685062,-3.47084191110399,2.17296004825168,-0.710516475968891,-0.634066826105118,0.515188357565138,0.117606769600469,1.06267532110214,-0.186992181009716,-2.54026383294,4.99102764129639,3.93984770598235,-0.6694661129404,-0.000423899646503514,-0.55486023094919
"1961",3.00397390789456,0.409716136712167,-0.245600688498881,-2.49792787763807,-1.13273695508639,2.43693483670553,1.35381941795349,1.73591749668121,-1.09164754814572,-2.57207720279694,-2.18028032514784,-6.75112577014499,2.8015725619677,-1.29208850707445,1.84222391711341,-1.94800169203016
"1962",3.63357370694478,-2.61542962127262,-2.94335496160719,0.068331596089734,-2.00651210943858,-0.442218742436833,-0.156709198156993,0.406986970868376,0.133248262068567,1.8799557129542,1.45157288180457,3.42188274065653,-1.91099389482428,-1.62717849165201,-0.0639803232418166,1.15492561894245
"1963",0.60191056728363,0.524289913227161,-0.548615441719691,0.183302947904708,-0.737719596094555,-0.354311626487308,0.384506069951587,1.71021698051029,0.686504324773947,1.91903380288018,-4.64257107840644,3.12544785075718,1.51602774038911,-0.36767736330318,0.580137141324856,-0.679010983584104
"1964",2.02180117236243,7.60609274970161,-6.73353457980686,-1.70082547929552,-1.21256507105298,0.902250844902462,0.0187916669412516,-0.305744783745872,-1.41893225510915,1.87258763843113,-0.563536447617743,-4.45403376155429,4.25111392427374,-3.21564171005178,0.205099242699281,-0.0366270214319229
"1965",0.907800312836965,-6.68405630323622,1.87053295109007,1.1332629846202,-0.0267977426345978,-0.467798603574435,1.38805204762353,1.42703121503194,-2.48228554460737,0.83364148206181,-3.14496782090929,0.416102420621448,-3.41009658398452,0.992332731025224,0.782428219693678,-1.59787062781828
"1966",-8.98618561426798,0.574804675579071,0.778070301479763,-3.18055546018812,0.776532967554198,-0.235627598770791,-0.146995657242628,-0.660261268085904,1.68651037481096,-1.88813450336456,-6.54712314605713,0.712981760501862,-2.66509283935582,-0.541984063718054,-0.347628174699774,-2.24958242487024
"1967",0.925281237231361,-1.70729857927395,-3.65844089719984,-1.95084023210737,-0.451519085301293,0.117702254549497,-0.695415784253014,1.27355031304889,1.74445220629374,0.361268219020632,3.24855896102058,1.8202169822322,-0.0230118605135767,-2.02026673820284,0.231945594448458,1.78475979544498
"1968",-1.04040535572502,1.56221698522568,5.43486447864109,0.283171870311101,-0.53145918779903,-0.838197897540198,-1.16740450064341,-1.38129250738356,-0.581185746855206,0.134189232718199,0.123789058832659,-5.44477160771688,0.780676203910951,1.72885905371772,-1.12896496852239,-0.107735818434783
"1969",-8.59764045079549,-1.39902165929476,1.55686281257206,1.69324997001224,-0.0156241326178941,-0.0624652724092205,-0.768041645156013,-1.2777517106798,-1.20447306897905,0.389322904414601,0.758693561568442,6.44887141121758,-5.14714457260238,1.07816288332213,-0.702752876081676,-0.0188188676653361
"1970",-0.0978107630068229,4.51868915557861,2.90231762992011,0.620276897483402,-0.383322041564518,1.15519267850452,-0.20504773867627,0.241021694077386,-0.719556405809191,-0.80310067070855,-1.09962758363949,-2.1899027188619,3.62324993459646,1.04642416194633,0.397055544635212,-0.874094886719077
"1971",-4.13235233094957,1.71597307258182,-0.46099825501442,0.985512132114834,1.27030551433563,0.950011267264684,1.12714494069417,1.00891751315859,-0.398203982040286,-0.20297221702834,-1.64036889738507,-3.68568654590183,-1.53542732574322,0.598273130478682,1.02869124037248,-0.747181698817898
"1972",-3.31674036449856,-6.66649290720622,0.267897561689218,-3.96198689142863,0.8882543153233,0.292038186225626,-1.29109632306629,0.568172730671035,-3.4176344871521,-1.36397739516364,0.236795135173533,-0.808519949018955,-4.55630660586887,-0.935278338138704,-0.143628468723209,-1.51493891571407
"1973",3.02351988686456,0.0601657978776428,2.21861886183421,1.97753725846608,2.42820653915405,-0.285644093300733,0.18407464965971,-1.23146351973216,0.881192691458596,-0.318815096829914,-7.24889648225572,0.0507196171830098,0.758388578574415,2.20812088648478,-0.444344321124394,-2.22883962920901
"1974",-1.67834196885427,-2.21634109285143,-4.8476397090488,-0.152875864774817,-2.03558328151703,-0.127355030675729,-1.42223694589403,-1.03341142601437,-1.09335066941049,-1.26361282298134,2.13162234889136,3.45359194013808,-1.28132114817423,-2.34536628511355,-0.86100113419471,-0.0751137145001579
"1975",1.17162410786582,-1.40203556981352,-0.537911445233557,1.27067271793882,0.55851908693504,0.523513873770005,1.51867704921299,-1.27991230222914,1.7999669737286,-0.992449637254079,-4.02513789070977,-1.94632634255621,1.07439349273013,0.430426786546768,0.254092873584617,-1.07254018474508
"1976",3.31851382255554,-1.4422508319219,0.227220484531588,4.24573776986864,1.48916142649121,-1.09906941387388,-0.89738105667962,0.396295995358378,2.74315013355679,0.577245639430152,6.14368217256334,2.09434456295437,-0.023354450640855,1.98737322696381,-0.533384825065042,3.15469264851676
"1977",7.71366045210097,9.5499016655816,2.91016748746236,3.7170528517829,0.784474809302224,0.117223087946574,-1.24429511759016,-0.876716121441374,0.769718737279375,1.16478642755085,-2.22091662883759,-5.06439222759671,6.45263556021231,2.47056504951583,-0.667929383694988,-0.0954704880024548
"1978",2.69397737714979,4.42710492346022,1.47391056484646,-0.085276037765046,-0.747340257962545,1.03521786795722,-0.794986086193886,-1.10111716323429,0.36395919273297,1.10678989887238,0.340380191151053,0.810269953144921,0.685563357671102,0.213764756372957,-0.286961793823651,0.603709760918799
"1979",1.03969355440802,-10.9098305596246,-0.673341133673158,-2.1965806722641,-1.56673607826233,-0.387960927353965,1.64837930467394,1.055942684412,1.58974650171068,2.44090620146857,6.37545902464125,3.40405461523268,-3.01995568402387,-1.47888596139986,0.772120353910658,3.4687039092735
"1980",1.64932286871804,4.67026987075806,1.93651820288764,5.0327699025472,1.70600690576765,1.50912322468228,0.0903793364349339,-0.622009533643723,-1.50890361865362,3.06192699538337,3.99174384540982,-6.98859536912706,3.24121578490293,2.89176500373416,0.32583100915783,1.84825574071319
"1981",13.0360005484687,2.90661364131504,6.51603809992472,-1.99099734094408,2.80497477319505,-0.458240437176492,1.32753730350071,1.99875602722168,0.920966117911869,-0.983364562193553,1.53123173846139,-0.0326189261757665,2.98467294021889,2.44333851072523,0.956017631181964,0.489611098059901
"1982",-7.80839388105604,-2.52955547968547,-1.67277166048686,-1.21324910587735,-1.1404938922988,1.83163188033634,1.72074128256904,-2.19094960954454,1.83271176815033,-0.254547736959325,-4.60990269449022,0.667850677834617,-3.45685609563909,-1.34217155288767,0.453807851120278,-1.01057955443307
"1983",1.65193139281538,-0.460076384794795,-2.11530116928948,1.3280312233501,-1.87206593780882,0.979690086841583,0.333894089485208,0.197306418351622,-1.55170743730333,-0.285187494154606,2.2974122789171,-2.98362406094869,0.619901895285067,-0.886445294582733,0.503630198226138,0.153505782486388
"1984",5.49356411298116,4.10239490403069,3.2505164358351,3.73344089719984,-0.0962274274064435,0.408332453631899,0.231586799129016,0.135757811367512,-1.81817269855075,-3.11270046234131,-5.2413670539856,-3.93322129779392,2.20411165202106,2.29590996854283,0.258559021376142,-3.39074673829255
